,SCORE:,total_score,atom_pair_constraint,cart_bonded,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,lk_ball_wtd,omega,p_aa_pp,rama_prepro,ref,yhh_planarity,description,id
7,SCORE:,11180.247,11411.968,507.723,0.0,-2690.018,644.5419999999999,-841.39,10.097000000000001,103.993,411.999,1849.684,-40.354,-97.617,-56.845,-220.25400000000002,-57.356,48.83,-49.592,152.45600000000002,90.889,1.4909999999999999,S_0008,I2F8G8_9BACT
4,SCORE:,6184.090999999999,7285.558000000001,360.24,0.0,-3072.778,678.222,-1091.438,7.015,116.75399999999999,324.562,2162.962,-102.0,-119.9,-88.24700000000001,-246.71599999999998,-60.397,22.07,-108.194,-17.584,132.819,1.1420000000000001,S_0005,A5I139_CLOBH
7,SCORE:,16167.831,16971.83,440.81800000000004,0.0,-2879.422,571.61,-1013.312,6.131,106.898,336.05400000000003,2021.549,-77.658,-108.473,-101.527,-235.356,-52.773999999999994,40.13,-86.884,81.289,145.95600000000002,0.97,S_0008,G0G7D8_AMYMS
0,SCORE:,6282.189,6567.349,556.526,0.0,-2753.2090000000003,637.936,-922.827,6.671,111.574,346.115,2055.694,-87.447,-88.461,-64.764,-231.515,-66.699,32.883,-91.90899999999999,123.59,148.514,2.169,S_0001,D8LQW6_ECTSI
6,SCORE:,6364.8730000000005,6563.196999999999,625.725,0.0,-2753.097,637.753,-913.4839999999999,6.812,110.06299999999999,332.663,2076.59,-79.646,-83.775,-76.773,-242.446,-70.221,44.233999999999995,-91.56299999999999,128.888,148.514,1.44,S_0007,D8LQW6_ECTSI
9,SCORE:,6296.536999999999,6569.111,532.962,0.0,-2741.782,649.055,-896.997,7.367000000000001,109.899,351.07800000000003,2025.3929999999998,-75.865,-96.501,-59.815,-230.574,-64.53,34.063,-91.95700000000001,125.65700000000001,148.514,1.4580000000000002,S_0010,D8LQW6_ECTSI
6,SCORE:,11493.915,12514.122,329.009,0.0,-2888.738,572.077,-1064.234,6.561,104.53299999999999,304.512,2088.366,-80.505,-119.712,-106.287,-242.43900000000002,-52.523,15.751,-96.49700000000001,44.033,164.89,0.995,S_0007,C9ZB09_STRSW
1,SCORE:,18631.065,19940.666,309.191,0.0,-3122.5359999999996,643.95,-1153.958,6.459,113.205,321.467,2159.44,-102.72200000000001,-125.44,-82.104,-247.33599999999998,-51.417,13.655,-105.95100000000001,-11.536,125.055,0.978,S_0002,G1S496_NOMLE
3,SCORE:,10879.8,11643.331,362.264,0.0,-2624.426,587.512,-920.905,6.309,103.105,278.613,1900.477,-81.702,-97.04899999999999,-65.365,-232.639,-57.341,19.148,-93.355,51.708,99.309,0.8059999999999999,S_0004,K7K5Y8_SOYBN
8,SCORE:,16962.448,18146.966,368.79699999999997,-1.012,-3244.567,682.028,-1153.056,7.082999999999999,119.133,323.436,2228.354,-117.59100000000001,-111.775,-87.792,-272.991,-47.213,11.110999999999999,-108.95700000000001,38.702,180.482,1.31,S_0009,B8BPB6_ORYSI
2,SCORE:,9763.152,11072.457,277.033,0.0,-3105.298,693.322,-1109.17,6.475,116.20299999999999,290.55400000000003,2164.786,-102.296,-108.512,-94.38799999999999,-249.791,-59.766999999999996,8.741,-112.145,-38.16,111.419,1.689,S_0003,A0A0A7S8K3_9GAMM
9,SCORE:,7447.6230000000005,8480.607,306.949,0.0,-2947.528,653.508,-1091.754,6.558,111.837,312.119,2151.86,-99.959,-108.681,-85.086,-249.267,-49.47,16.833,-98.613,18.505,118.809,0.396,S_0010,R5PB56_9CLOT
7,SCORE:,5048.245,6050.27,375.875,0.0,-2946.5,666.8530000000001,-1060.502,6.93,111.712,328.51199999999994,2063.548,-87.40700000000001,-113.848,-102.934,-241.325,-42.494,15.102,-95.45,10.425999999999998,108.9,0.5760000000000001,S_0008,Q5KXG4_GEOKA
3,SCORE:,11119.668,12215.588,326.545,0.0,-2971.8940000000002,629.498,-1053.122,6.531000000000001,111.40799999999999,304.60900000000004,2083.152,-87.09700000000001,-117.677,-113.089,-254.454,-48.208999999999996,17.207,-101.296,49.062,122.14299999999999,0.764,S_0004,A9AYT4_HERA2
7,SCORE:,5856.115,7034.797,320.486,0.0,-3026.7940000000003,654.095,-1109.4769999999999,6.345,108.23700000000001,318.509,2151.8920000000003,-116.671,-113.876,-93.88600000000001,-246.5,-47.306000000000004,20.094,-113.305,-18.072,125.65799999999999,1.89,S_0008,K8E296_CARML
4,SCORE:,10139.735,11414.696000000002,332.435,-0.14300000000000002,-3330.2659999999996,692.715,-1224.404,7.267,122.022,353.134,2334.1710000000003,-115.334,-130.657,-94.26700000000001,-272.491,-54.104,11.636,-110.508,41.818999999999996,160.68200000000002,1.331,S_0005,A2Z2L2_ORYSI
3,SCORE:,9016.304,9978.702,341.371,0.0,-2783.2209999999995,534.164,-1025.559,5.72,109.396,299.041,1977.1879999999999,-87.869,-115.43299999999999,-106.068,-224.054,-41.983999999999995,16.89,-97.927,78.905,156.129,0.9129999999999999,S_0004,G8S7I1_ACTS5
1,SCORE:,8882.626,9801.498,409.07599999999996,0.0,-3164.5009999999997,734.668,-1098.258,8.726,121.601,396.327,2232.824,-119.667,-105.75,-84.757,-248.298,-55.161,20.772,-99.066,8.868,122.419,1.306,S_0002,R5RRZ1_9FIRM
7,SCORE:,3639.4509999999996,4955.217000000001,268.786,0.0,-2982.676,659.584,-1143.819,6.502000000000001,109.385,297.92900000000003,2134.834,-112.788,-117.65100000000001,-89.12100000000001,-251.89,-48.994,11.192,-107.09700000000001,-46.733999999999995,95.522,1.268,S_0008,G4L5U4_TETHN
4,SCORE:,11242.85,11937.902,339.852,0.0,-2737.741,599.887,-904.085,6.246,104.15100000000001,333.23199999999997,1975.465,-69.336,-100.117,-75.798,-229.11,-61.236000000000004,20.574,-87.432,54.568000000000005,134.904,0.9229999999999999,S_0005,B1VDX9_CORU7
2,SCORE:,2826.413,3727.252,423.506,0.0,-2996.2740000000003,669.298,-1037.792,7.1160000000000005,115.31700000000001,343.408,2051.922,-90.014,-118.635,-75.048,-243.896,-56.391000000000005,24.147,-96.21,67.911,108.476,2.322,S_0003,S1NLI5_9ENTE
3,SCORE:,8674.476,9640.135,473.459,0.0,-3159.438,678.7560000000001,-1180.3339999999998,6.821000000000001,120.95,356.38599999999997,2281.7070000000003,-106.757,-121.036,-84.186,-252.518,-60.988,25.401999999999997,-103.42,61.578,97.395,0.565,S_0004,T0KG24_COLGC
7,SCORE:,2986.72,4156.436,343.62300000000005,0.0,-3084.8579999999997,702.68,-1132.204,6.755,119.51299999999999,329.49300000000005,2137.803,-91.698,-120.788,-105.23,-255.935,-43.196999999999996,15.21,-105.22,26.793000000000003,86.62899999999999,0.915,S_0008,Q8RCS4_CALS4
3,SCORE:,12975.864,13991.996000000001,233.071,-0.7979999999999999,-2574.7529999999997,550.403,-965.9639999999999,5.341,94.594,241.899,1835.352,-95.70200000000001,-93.50399999999999,-84.147,-219.877,-43.583999999999996,10.34,-86.391,28.198,148.585,0.804,S_0004,M0UYH4_HORVD
5,SCORE:,8876.878,9865.795,404.69599999999997,0.0,-3152.384,695.275,-1181.274,7.428,119.065,350.51099999999997,2305.198,-117.963,-121.51899999999999,-79.726,-247.292,-68.277,27.763,-101.709,67.803,102.89,0.597,S_0006,S0DRC8_GIBF5
4,SCORE:,3861.927,4924.389,340.784,0.0,-3041.81,699.235,-1088.5510000000002,6.776,116.704,318.35400000000004,2130.703,-84.352,-119.914,-91.619,-253.472,-54.68899999999999,22.61,-100.78,11.902000000000001,123.63799999999999,2.02,S_0005,K8EPL9_CARML
9,SCORE:,10086.351,11489.458,285.282,-0.267,-3275.675,664.993,-1218.507,6.6739999999999995,121.74,327.476,2326.42,-95.963,-127.30799999999999,-110.77600000000001,-272.988,-54.79,9.708,-114.39399999999999,0.011000000000000001,123.447,1.808,S_0010,I1GYR2_BRADI
8,SCORE:,7430.802,8486.283000000001,312.769,0.0,-2915.663,579.6709999999999,-1070.2269999999999,5.919,110.712,316.906,2084.416,-83.509,-113.92200000000001,-93.59700000000001,-257.911,-53.958999999999996,14.901,-103.916,66.063,144.464,1.401,S_0009,C6WCL5_ACTMD
6,SCORE:,6154.265,7286.103,325.278,0.0,-2992.0559999999996,672.936,-1061.575,6.7989999999999995,112.46600000000001,316.372,2105.4570000000003,-104.98899999999999,-115.72,-95.34,-242.94400000000002,-57.83,22.898000000000003,-112.095,-14.079,101.915,0.6709999999999999,S_0007,Q97L23_CLOAB
8,SCORE:,12656.688999999998,13862.014,319.1,0.0,-3178.0229999999997,691.306,-1167.772,7.31,117.226,358.24699999999996,2250.686,-113.36200000000001,-131.224,-90.307,-246.168,-44.784,7.6979999999999995,-119.68799999999999,12.717,120.685,1.0270000000000001,S_0009,Q6KZ14_PICTO
9,SCORE:,12651.101999999999,13862.135,318.93,0.0,-3190.5370000000003,691.93,-1150.518,7.195,116.37700000000001,353.772,2249.619,-104.4,-135.599,-85.713,-247.166,-49.647,8.251,-122.28399999999999,6.875,120.685,1.196,S_0010,Q6KZ14_PICTO
9,SCORE:,17590.912,18426.495,514.335,-0.96,-3124.962,646.944,-1105.894,7.1160000000000005,115.67299999999999,365.787,2196.8379999999997,-103.84299999999999,-118.16,-87.728,-245.153,-62.97,29.84,-91.365,55.83,170.38299999999998,2.707,S_0010,A0A096SS60_MAIZE
6,SCORE:,17564.191000000003,18427.712,526.0980000000001,0.486,-3166.5809999999997,658.8489999999999,-1134.673,7.351,119.715,355.691,2238.103,-101.601,-119.505,-94.016,-248.072,-61.563,28.445999999999998,-91.9,47.488,170.38299999999998,1.7819999999999998,S_0007,A0A096SS60_MAIZE
2,SCORE:,9869.142,11208.376,289.22700000000003,0.0,-3083.687,634.186,-1209.888,6.172000000000001,111.23200000000001,306.225,2232.5820000000003,-129.958,-118.399,-107.152,-243.66400000000002,-47.251000000000005,7.942,-114.374,33.139,93.09899999999999,1.337,S_0003,A0A0C4E384_MAGP6
1,SCORE:,17250.176,18417.218999999997,364.978,-0.9440000000000001,-3216.252,663.5989999999999,-1155.597,7.416,122.77600000000001,333.976,2260.183,-116.589,-128.613,-92.564,-253.949,-65.641,17.05,-103.61200000000001,32.604,162.52100000000002,1.611,S_0002,K3XWH8_SETIT
9,SCORE:,9017.669,10108.718,338.29900000000004,0.0,-2992.845,683.2230000000001,-1107.66,7.649,113.806,319.038,2146.343,-94.652,-112.544,-99.645,-252.915,-57.675,32.067,-94.412,-26.734,106.87200000000001,0.7340000000000001,S_0010,T0UAG8_9ENTE
6,SCORE:,4502.4,5212.947,378.63,-0.213,-2719.4120000000003,663.0830000000001,-985.6060000000001,6.353,105.34299999999999,307.263,1973.289,-89.021,-111.346,-76.58,-211.62900000000002,-46.8,25.115,-76.933,43.945,102.876,1.0959999999999999,S_0007,Q73LI1_TREDE
5,SCORE:,9199.055,10290.98,356.913,0.0,-3009.316,548.347,-1055.414,6.157,102.69200000000001,360.11400000000003,2068.548,-72.003,-117.757,-96.281,-254.611,-61.983999999999995,18.277,-103.89399999999999,18.701,198.62400000000002,0.965,S_0006,E3IUS0_FRASU
8,SCORE:,3716.715,4740.559,348.639,0.0,-3096.631,721.5980000000001,-1116.736,8.263,116.63600000000001,359.25199999999995,2168.464,-99.16799999999999,-115.632,-83.304,-256.006,-54.231,17.081,-87.71,-2.6839999999999997,147.015,1.3090000000000002,S_0009,R5RBC8_9FIRM
2,SCORE:,9216.95,10460.108,306.062,0.0,-3089.678,684.066,-1113.13,6.871,114.366,319.69,2137.053,-104.712,-111.64399999999999,-95.27799999999999,-260.981,-59.085,23.967,-115.74700000000001,-6.2829999999999995,120.34200000000001,0.9620000000000001,S_0003,A0A0A7RYR3_9GAMM
4,SCORE:,7225.33,8119.981,402.751,0.0,-3023.803,727.3560000000001,-1111.487,6.957999999999999,125.33200000000001,327.282,2185.357,-101.945,-116.195,-95.1,-239.021,-50.14,21.241,-90.90799999999999,33.664,101.854,2.1519999999999997,S_0005,M1LSW0_9CLOT
0,SCORE:,15894.768,16816.005,377.827,0.0,-2821.595,531.073,-1040.009,6.081,103.492,300.237,2037.839,-78.705,-107.273,-93.179,-243.065,-52.413000000000004,27.939,-99.902,59.614,170.17,0.633,S_0001,A0A0C5FZ74_9ACTN
6,SCORE:,6752.613,7094.279,465.81800000000004,0.0,-2692.663,658.622,-874.654,7.3260000000000005,108.59100000000001,396.765,1887.315,-62.395,-97.04299999999999,-65.066,-226.733,-52.794,45.18600000000001,-61.684,119.03,102.02600000000001,0.687,S_0007,A0ZZQ4_BIFAA
7,SCORE:,11624.393999999998,12333.778999999999,339.93300000000005,-0.669,-2587.741,577.075,-868.179,6.245,100.31,283.043,1782.151,-77.431,-88.245,-60.507,-218.975,-55.169,30.441,-76.46,99.197,103.959,1.6380000000000001,S_0008,W5EZI6_WHEAT
5,SCORE:,9846.533000000001,11210.771999999999,282.41200000000003,0.0,-3111.546,642.7769999999999,-1203.844,6.155,114.262,306.143,2236.158,-113.994,-120.566,-111.587,-249.916,-54.925,6.622999999999999,-119.085,29.975,95.54899999999999,1.17,S_0006,G2R9H7_THITE
5,SCORE:,9026.778,10154.886,294.221,0.0,-3105.2470000000003,694.561,-1104.744,8.166,116.181,348.51599999999996,2187.769,-92.101,-110.039,-77.155,-256.945,-61.948,9.697000000000001,-94.40799999999999,-16.340999999999998,130.35299999999998,1.3559999999999999,S_0006,T0VAJ4_9ENTE
9,SCORE:,4672.442,5830.4259999999995,331.18800000000005,0.0,-3091.685,710.164,-1130.25,6.656000000000001,118.51100000000001,329.037,2216.035,-120.93799999999999,-115.395,-95.863,-250.11900000000003,-66.02199999999999,26.843000000000004,-113.751,-5.305,91.863,1.048,S_0010,B9DS13_STRU0
5,SCORE:,16597.449,17844.313000000002,302.598,0.0,-3207.6679999999997,685.8989999999999,-1178.585,6.9639999999999995,119.92,319.65,2262.952,-108.57700000000001,-116.821,-89.09200000000001,-268.123,-59.388000000000005,9.902999999999999,-103.473,23.302,152.188,1.4869999999999999,S_0006,D8T5C8_SELML
3,SCORE:,11503.389,12363.226999999999,384.369,0.0,-2866.985,626.8240000000001,-1052.3239999999998,6.685,120.47399999999999,317.579,2075.466,-97.194,-112.85799999999999,-90.568,-238.15200000000002,-54.879,59.188,-106.26899999999999,41.81399999999999,126.11,0.884,S_0004,D5WGC6_BURSC
9,SCORE:,9660.987,11010.7,269.41700000000003,0.0,-3119.408,694.7410000000001,-1175.67,6.44,121.12100000000001,305.14799999999997,2225.85,-122.46700000000001,-111.99600000000001,-115.117,-248.91099999999997,-45.251000000000005,6.287999999999999,-104.382,-29.024,91.766,1.7409999999999999,S_0010,D4M050_9FIRM
0,SCORE:,2834.8259999999996,3786.038,370.106,0.0,-2995.8559999999998,665.931,-1033.997,7.622000000000001,116.889,336.625,2109.593,-93.59200000000001,-119.235,-96.759,-254.497,-50.88,30.436,-102.522,30.53,127.464,0.929,S_0001,F2N8X9_CORGP
5,SCORE:,5299.125,6514.441999999999,260.122,0.0,-2858.315,574.911,-1015.7410000000001,5.729,106.116,284.895,1975.8020000000001,-82.626,-111.18,-89.03299999999999,-241.73,-54.09,8.617,-103.163,-2.593,125.788,1.1740000000000002,S_0006,M4NMY0_9GAMM
1,SCORE:,9956.803,10788.555,536.938,0.0,-3079.535,654.107,-1122.076,8.504,116.469,348.723,2185.97,-86.712,-115.294,-79.917,-262.177,-60.446999999999996,36.21,-99.352,46.238,139.259,1.341,S_0002,A0A0D3D4W1_BRAOL
9,SCORE:,8917.532,10035.555,299.58099999999996,0.0,-3025.2740000000003,679.335,-1105.319,7.001,113.868,316.564,2146.835,-102.846,-110.25399999999999,-88.868,-243.407,-49.651,14.911,-95.696,4.194,119.87899999999999,1.125,S_0010,S0RYW0_ENTAV
9,SCORE:,11676.944,12672.037,362.13599999999997,0.0,-2994.22,586.238,-1033.213,7.156000000000001,110.03,352.157,2047.852,-89.555,-111.306,-85.094,-254.37400000000002,-47.598,17.410999999999998,-109.13600000000001,77.741,167.822,0.86,S_0010,R7XT60_9ACTN
2,SCORE:,9718.216999999999,11062.605,283.27299999999997,0.0,-3110.261,645.177,-1209.9289999999999,6.372999999999999,115.991,312.575,2233.056,-118.258,-121.54299999999999,-92.22399999999999,-254.497,-50.114,9.095,-123.594,8.004,120.801,1.689,S_0003,A0A0A2JXQ6_PENEN
1,SCORE:,18643.887,19666.737,388.939,0.0,-3289.0290000000005,735.438,-1195.0710000000001,8.285,128.165,383.81800000000004,2356.327,-113.441,-122.67,-87.34700000000001,-268.718,-65.869,34.36,-91.823,62.013000000000005,112.11,1.663,S_0002,J9JSJ7_ACYPI
2,SCORE:,9897.935,11238.508999999998,289.73,0.0,-3101.68,646.224,-1192.711,6.3,111.26799999999999,302.618,2240.815,-123.176,-116.723,-115.125,-246.17700000000002,-51.09,9.271,-120.226,40.844,77.52,1.7469999999999999,S_0003,T0KMM4_COLGC
2,SCORE:,9412.528,10646.116000000002,276.649,1.0190000000000001,-3078.6,659.921,-1085.235,6.196000000000001,116.14200000000001,309.428,2124.493,-103.523,-107.189,-97.48299999999999,-246.173,-54.701,7.959,-98.506,-13.71,148.454,1.272,S_0003,A4WE53_ENT38
7,SCORE:,7601.217,8335.918,321.905,0.0,-2651.562,630.31,-948.2610000000001,6.124,111.12700000000001,275.086,1924.4589999999998,-71.097,-96.991,-59.885,-219.753,-55.806999999999995,24.842,-71.381,45.082,99.844,1.256,S_0008,M4CKV4_BRARP
4,SCORE:,7580.535,8327.377,315.76,0.0,-2655.363,632.937,-945.148,5.916,107.83,284.808,1927.87,-65.382,-94.59700000000001,-77.821,-234.521,-48.185,26.081,-71.502,43.533,99.844,1.0979999999999999,S_0005,M4CKV4_BRARP
1,SCORE:,17101.468,18396.017,302.317,-0.968,-3251.2329999999997,667.748,-1178.339,6.702000000000001,121.539,320.948,2287.612,-117.70299999999999,-127.458,-88.238,-265.769,-65.877,15.767999999999999,-102.56700000000001,10.213,169.447,1.307,S_0002,W5H9S3_WHEAT
2,SCORE:,8945.624,10036.201,326.19,0.0,-2994.4509999999996,680.436,-1072.915,6.906000000000001,111.97200000000001,318.531,2122.803,-104.729,-109.34299999999999,-86.087,-249.47099999999998,-55.339,10.559000000000001,-99.21,-6.814,109.54,0.846,S_0003,S0NHC8_9ENTE
2,SCORE:,13528.803999999998,14495.028,343.545,0.0,-2803.552,563.932,-1038.281,5.68,109.304,294.058,1999.705,-90.103,-112.779,-104.414,-231.533,-44.287,23.543000000000003,-113.637,84.43799999999999,147.05700000000002,1.099,S_0003,D6X9X8_STRPR
6,SCORE:,8658.494,9676.539,371.858,0.0,-2842.47,527.816,-1008.034,5.682,101.68700000000001,318.046,1952.969,-78.893,-112.90700000000001,-94.616,-243.532,-52.659,26.441,-119.75200000000001,39.449,189.55,1.3219999999999998,S_0007,A4X1R1_SALTO
3,SCORE:,14819.775,15558.287,318.278,-0.24100000000000002,-2611.597,550.64,-881.1060000000001,7.0920000000000005,94.98700000000001,322.061,1795.6789999999999,-70.317,-86.413,-52.994,-242.503,-52.73,15.200999999999999,-74.733,67.02,161.79,1.3730000000000002,S_0004,E1ZYR2_CAMFO
3,SCORE:,14813.233999999999,15553.444,310.16900000000004,-0.075,-2590.946,555.048,-867.4639999999999,6.707999999999999,99.494,318.14599999999996,1766.874,-70.33,-91.046,-45.747,-226.517,-53.966,11.977,-77.038,51.913000000000004,161.79,0.8,S_0004,E1ZYR2_CAMFO
5,SCORE:,15840.575,16735.452,380.70599999999996,0.0,-2762.415,528.755,-1001.0010000000001,5.61,100.27799999999999,296.235,1973.15,-72.753,-110.56700000000001,-91.45299999999999,-236.813,-49.799,28.609,-97.98700000000001,60.348,153.05700000000002,1.162,S_0006,A0A0B5F5Z8_9ACTN
8,SCORE:,6594.281,7507.996,341.226,0.0,-2902.673,675.951,-1050.941,6.912999999999999,112.012,319.193,2085.771,-83.524,-111.854,-93.51899999999999,-232.65200000000002,-54.755,24.584,-82.925,26.081999999999997,106.175,1.222,S_0009,R2SRE6_9ENTE
7,SCORE:,8694.296999999999,9663.233,385.652,0.0,-3056.417,690.048,-1130.359,6.59,120.45200000000001,312.877,2259.015,-94.12,-110.11399999999999,-95.23299999999999,-252.795,-67.604,23.129,-92.83200000000001,51.983000000000004,79.123,1.67,S_0008,N4U4D0_FUSC1
2,SCORE:,9202.338,10178.280999999999,357.92900000000003,0.0,-2894.2009999999996,518.247,-990.346,5.607,98.787,332.723,1982.89,-82.794,-118.84899999999999,-85.663,-238.02,-53.363,26.864,-115.00299999999999,41.089,237.39,0.769,S_0003,K0KB51_SACES
8,SCORE:,7598.821999999999,8892.5,273.253,0.0,-3060.987,651.9209999999999,-1129.241,6.466,115.706,293.645,2191.839,-117.708,-121.773,-93.602,-245.015,-59.56,9.227,-105.96600000000001,-9.936,107.01,1.042,S_0009,C9A961_ENTCA
3,SCORE:,9149.405999999999,10118.469000000001,312.969,0.0,-2857.0440000000003,589.554,-1019.2239999999999,6.042000000000001,105.374,320.124,2051.795,-74.617,-110.919,-94.40100000000001,-246.542,-54.535,19.813,-97.93299999999999,30.885,148.311,1.284,S_0004,G2NJG8_STREK
3,SCORE:,17052.837,18235.43,339.87199999999996,-1.071,-3180.066,663.3530000000001,-1133.708,7.757000000000001,117.22,310.964,2212.404,-104.427,-118.236,-89.368,-268.028,-57.995,14.509,-104.943,22.212,185.583,1.374,S_0004,M8AQX9_TRIUA
9,SCORE:,9653.463,11023.648000000001,272.232,0.0,-3098.566,635.104,-1192.44,6.269,111.273,303.207,2235.5029999999997,-119.984,-115.53200000000001,-109.941,-253.602,-51.445,9.357999999999999,-122.044,-11.032,130.417,1.038,S_0010,G3Y786_ASPNA
0,SCORE:,2962.548,3977.296,368.723,0.0,-2989.49,634.3340000000001,-1028.0539999999999,6.529,106.458,349.38,2036.9029999999998,-96.03399999999999,-112.971,-85.59899999999999,-247.34,-62.818000000000005,15.513,-107.395,45.37,151.02,0.723,S_0001,E6WNG3_PANSA
8,SCORE:,12601.493,13544.696000000002,401.19699999999995,0.0,-2984.153,579.127,-1024.736,6.4910000000000005,102.31,340.504,2066.626,-86.80799999999999,-114.45200000000001,-88.31700000000001,-272.23400000000004,-56.082,36.15,-108.946,45.291000000000004,213.826,1.003,S_0009,Q89UP6_BRADU
7,SCORE:,11032.738000000001,11684.882,460.213,0.0,-2770.6809999999996,623.182,-952.7710000000001,6.821000000000001,105.165,335.535,1922.76,-75.824,-109.917,-77.44,-223.65400000000002,-46.125,29.686999999999998,-91.065,70.17399999999999,140.289,1.507,S_0008,E6U7G7_ETHHY
2,SCORE:,1020.3689999999999,2095.558,314.897,0.0,-2888.962,609.12,-1067.524,5.747000000000001,102.85600000000001,319.242,2010.6729999999998,-84.624,-129.033,-89.964,-233.063,-47.66,19.423,-97.48299999999999,45.935,133.971,1.2590000000000001,S_0003,A0A0D5LPH5_9RHIZ
0,SCORE:,18595.137,19806.435,351.596,0.0,-3173.6540000000005,633.674,-1158.265,6.249,108.723,327.157,2221.224,-95.27799999999999,-128.925,-91.595,-262.453,-59.548,26.174,-100.35700000000001,28.869,153.783,1.33,S_0001,G1K8Z8_ANOCA
0,SCORE:,8745.466999999999,9733.399,371.718,0.0,-3118.2470000000003,726.915,-1115.714,7.597,127.666,355.681,2218.7110000000002,-120.915,-118.245,-102.23,-248.96599999999998,-49.065,28.611,-96.165,32.091,111.18,1.4480000000000002,S_0001,R3W296_9ENTE
0,SCORE:,8192.265,9321.85,328.01300000000003,1.368,-3102.853,723.278,-1125.971,7.718999999999999,124.79799999999999,331.349,2208.575,-104.014,-110.85,-108.546,-247.25599999999997,-55.457,17.741,-100.99700000000001,-21.984,103.96,1.541,S_0001,R5QE22_9FIRM
7,SCORE:,8137.969,9324.826,296.848,0.0,-3108.322,716.944,-1174.279,7.176,124.751,327.94699999999995,2259.785,-104.65299999999999,-110.383,-110.089,-259.76,-53.653,13.092,-101.516,-15.78,103.96,1.075,S_0008,R5QE22_9FIRM
0,SCORE:,3493.047,4652.401,335.204,0.0,-3121.9359999999997,664.258,-1121.755,6.872999999999999,115.35,318.721,2195.34,-120.009,-118.113,-106.44,-252.465,-59.126000000000005,27.788,-105.23100000000001,9.774,170.65400000000002,1.758,S_0001,F9UNF5_LACPL
7,SCORE:,15026.51,15612.705,474.83099999999996,0.0,-2737.6479999999997,629.6669999999999,-931.7080000000001,7.336,105.226,332.50800000000004,1904.386,-74.539,-115.994,-72.08800000000001,-213.43900000000002,-45.552,61.611999999999995,-79.426,70.184,97.24700000000001,1.203,S_0008,B5IA26_ACIB4
4,SCORE:,7260.062,8315.289,363.548,0.0,-3082.47,708.637,-1125.391,7.479,119.256,346.853,2177.5429999999997,-96.086,-110.709,-115.181,-253.877,-55.185,34.266,-91.29700000000001,11.765,103.916,1.705,S_0005,A0A068QNE3_9ENTR
5,SCORE:,9809.190999999999,10560.497,301.562,-0.895,-2388.116,488.32,-837.977,5.877999999999999,87.632,272.275,1693.705,-75.732,-83.031,-59.488,-213.079,-53.787,21.939,-90.43799999999999,21.885,157.444,0.597,S_0006,W5D9W7_WHEAT
2,SCORE:,7732.606,8908.808,246.22,-0.373,-2794.222,581.3,-1035.015,5.971,101.946,268.553,2004.315,-110.605,-91.329,-81.797,-255.929,-53.573,7.942,-101.241,1.548,129.183,0.903,S_0003,C5Z1N9_SORBI
5,SCORE:,10356.348,10893.577,481.181,0.0,-2737.695,610.284,-929.4689999999999,6.4639999999999995,107.65100000000001,341.602,1896.871,-86.037,-111.28399999999999,-75.622,-210.827,-51.391000000000005,50.54,-80.311,90.34299999999999,159.675,0.7959999999999999,S_0006,E3FSZ5_STIAD
5,SCORE:,15943.93,16880.942,333.70300000000003,0.0,-2797.768,583.9580000000001,-995.305,6.034,105.554,300.243,1959.889,-81.46300000000001,-107.234,-105.77,-231.743,-40.115,20.568,-86.68299999999999,76.416,121.21,1.495,S_0006,C1CXP6_DEIDV
4,SCORE:,9702.224,10688.514,339.755,0.0,-2977.562,655.809,-1084.55,6.977,109.006,349.274,2122.7110000000002,-100.387,-112.973,-77.804,-254.738,-48.882,16.506,-86.958,38.958,117.473,1.095,S_0005,A0A072THL5_MEDTR
5,SCORE:,12567.483,13795.162,336.809,-1.1840000000000002,-3196.91,646.095,-1142.892,6.909,115.929,329.03,2197.41,-112.919,-124.82600000000001,-84.166,-265.695,-56.52,13.847999999999999,-114.196,41.34,182.97099999999998,1.287,S_0006,I1LVG0_SOYBN
4,SCORE:,9331.702,10278.492,340.912,0.0,-2854.205,554.52,-1005.721,5.763999999999999,98.43700000000001,328.869,1981.3729999999998,-90.911,-119.132,-84.948,-239.86,-48.681999999999995,27.159000000000002,-103.50399999999999,65.887,195.822,1.43,S_0005,A4YNI1_BRASO
5,SCORE:,7694.5,8470.235999999999,462.142,0.045,-2849.058,612.095,-983.938,7.237,108.624,339.87199999999996,1956.0810000000001,-89.321,-112.792,-69.392,-233.395,-53.065,27.129,-91.471,73.68,118.831,0.961,S_0006,H3G7Q2_PHYRM
0,SCORE:,8896.725,9524.378,430.89599999999996,-1.097,-2843.8,588.8380000000001,-983.461,7.452999999999999,102.03299999999999,343.645,2042.921,-78.598,-99.15899999999999,-64.33,-257.465,-54.32899999999999,40.016,-69.197,92.274,174.715,0.993,S_0001,A2Y3U4_ORYSI
0,SCORE:,8839.677,9524.746,388.135,-0.37200000000000005,-2802.0359999999996,573.533,-989.056,6.563,100.359,335.452,2049.244,-84.523,-100.977,-56.258,-254.601,-54.431000000000004,21.079,-73.163,80.328,174.715,0.9390000000000001,S_0001,A2Y3U4_ORYSI
